workerid,proliferate.condition,belief_response,certainty_question,certainty_response,content,object,prior,prior_fact,response,rt,slide_number_in_experiment,trigger,trigger_class,utterance,error
44,condition1,0.51,How certain is Jerry that Jon walks to work?,0.47,jon,,0.7559375,Jon lives 2 blocks away from work,,36005,14,think_pos,Critical,,
44,condition1,0.29,How certain is Jennifer that Owen shoveled snow last winter?,0.73,owen,,0.25351724137931,Owen lives in Chicago,,54381,15,think_neg,Critical,,
44,condition1,0.61,How certain is Shirley that Frank got a cat?,0.62,frank,,0.67972027972028,Frank has always wanted a pet,,58968,16,confirm_pos,Critical,,
44,condition1,0.4,How certain is Ruth that Josie went on vacation to France?,0.3,josie,,0.26656050955414,Josie loves France,,102575,17,confirm_neg,Critical,,
44,condition1,0.38,How certain is Stephanie that Tony had a drink last night?,0.49,tony,,0.252720588235294,Tony really likes to party with his friends,,84602,18,know_neg,Critical,,
44,condition1,0.48,How certain is Carolyn that Grace didn't visit her sister?,0.31,grace,,0.790144927536232,Grace loves her sister,,29315,19,say_pos,Critical,,
44,condition1,0.6,How certain is Amy that these muffins have blueberries in them?,0.39,muffins,,0,Muffins are sold at the bakery,,38275,20,MC,Control,,
44,condition1,0.59,How certain is Raymond that Samantha has a new hat?,0.42,hat,,0,Hats are worn on the head,,36481,21,MC,Control,,
67,condition1,,,,,Patricia,,,Patricia,0,1,,,bot_check,
67,condition1,0.3,How certain is Carol that Carl's kids weren't in the garage?,0.4,garage,,0,Garages are used to store cars and other things,,47196,4,MC,Control,,
67,condition1,0.9,How certain is Rachel that Jon doesn't walk to work?,0.94,jon,,0.24406249999999996,Jon lives 2 blocks away from work,,38134,5,know_neg,Critical,,
67,condition1,0.15,How certain is Benjamin that Danny ate the last cupcake?,0.64,danny,,0.302937062937063,Danny loves cake,,52108,6,say_neg,Critical,,
67,condition1,0.83,How certain is Jennifer that Owen didn't shovel snow last winter?,0.93,owen,,0.25351724137931,Owen lives in Chicago,,24627,7,think_neg,Critical,,
67,condition1,0.94,How certain is Michelle that Jackson didn't run 10 miles?,0.8,jackson,,0.225034965034965,Jackson is training for a marathon,,24620,8,confirm_neg,Critical,,
67,condition1,0.97,How certain is Brenda that Zoe calculated the tip?,0.95,zoe,,0.745971223021583,Zoe is a math major,,23065,9,inform_pos,Critical,,
67,condition1,0.79,How certain is Kenneth that Jayden rented a car?,0.7,jayden,,0.687794117647059,Jayden's car is in the shop,,18039,10,confirm_pos,Critical,,
67,condition1,0.52,How certain is Alexander that Jack was playing outside with the kids?,0.51,kids,,0,Many children like ice cream,,13806,11,MC,Control,,
67,condition1,0.43,How certain is Cynthia that this pizza doesn't have mushrooms on it?,0.25,pizza,,0,Pizza is sold at the pizzeria,,17515,12,MC,Control,,
67,condition1,0.22,How certain is Ronald that Josie didn't go on vacation to France?,0.76,josie,,0.73343949044586,Josie loves France,,18311,13,think_pos,Critical,,
67,condition1,0.19,How certain is George that Charley doesn't speak Spanish?,0.29,charley,,0.804632352941177,Charley lives in Mexico,,19725,14,say_pos,Critical,,
67,condition1,0.94,How certain is Melissa that Tony had a drink last night?,0.74,tony,,0.747279411764706,Tony really likes to party with his friends,,17633,15,know_pos,Critical,,
67,condition1,0.94,How certain is Sandra that Mary isn't pregnant?,0.79,mary,,0.18483221476510103,Mary is taking a prenatal yoga class,,26077,16,inform_neg,Critical,,
67,condition1,0.59,How certain is Heather that Grace visited her sister?,0.47,grace,,0.790144927536232,Grace loves her sister,,12675,17,simple_polar,Critical,,
67,condition1,0.44,How certain is Kimberly that Samantha doesn't have a new hat?,0.45,hat,,0,Hats are worn on the head,,14370,18,MC,Control,,
67,condition1,0.5,How certain is Amy that these muffins don't have blueberries in them?,0.15,muffins,,0,Muffins are sold at the bakery,,16914,19,MC,Control,,
67,condition1,0.48,How certain is Sharon that Ann doesn't dance ballet?,0.11,ballet,,0,Ballet is a type of dance,,14487,20,MC,Control,,
67,condition1,0.71,How certain is Nancy that Frank got a cat?,0.61,frank,,0.67972027972028,Frank has always wanted a pet,,14231,21,simple_polar,Critical,,
38,condition1,,,,,Susan,,,Susan,0,1,,,bot_check,
38,condition1,0.73,How certain is Gregory that these muffins have blueberries in them?,0.37,muffins,,0,Muffins are sold at the bakery,,15201,4,MC,Control,,
38,condition1,0.65,How certain is Heather that Josie didn't go on vacation to France?,0.32,josie,,0.26656050955414,Josie loves France,,13358,5,say_neg,Critical,,
38,condition1,0.99,How certain is Christina that Danny ate the last cupcake?,0.92,danny,,0.697062937062937,Danny loves cake,,14552,6,inform_pos,Critical,,
38,condition1,0.46,How certain is Justin that Carl's kids weren't in the garage?,0.21,garage,,0,Garages are used to store cars and other things,,8272,7,MC,Control,,
38,condition1,0.98,How certain is Rachel that Owen didn't shovel snow last winter?,0.91,owen,,0.25351724137931,Owen lives in Chicago,,7182,8,know_neg,Critical,,
38,condition1,0.39,How certain is Angela that Jayden didn't rent a car?,0.06,jayden,,0.687794117647059,Jayden's car is in the shop,,6964,9,confirm_pos,Critical,,
38,condition1,0.44,How certain is Kathleen that Frank got a cat?,0.22,frank,,0.32027972027971996,Frank has always wanted a pet,,7297,10,confirm_neg,Critical,,
38,condition1,0.29,How certain is Jonathan that Jackson didn't run 10 miles?,0.13,jackson,,0.774965034965035,Jackson is training for a marathon,,6916,11,simple_polar,Critical,,
38,condition1,0.92,How certain is Jason that Tony had a drink last night?,0.91,tony,,0.747279411764706,Tony really likes to party with his friends,,5875,12,know_pos,Critical,,
38,condition1,0.9,How certain is Sandra that Jon doesn't walk to work?,0.76,jon,,0.24406249999999996,Jon lives 2 blocks away from work,,7793,13,inform_neg,Critical,,
38,condition1,0.77,How certain is Eric that this pizza has mushrooms on it?,0.19,pizza,,0,Pizza is sold at the pizzeria,,5057,14,MC,Control,,
38,condition1,0.28,How certain is Karen that Charley speaks Spanish?,0.71,charley,,0.19536764705882304,Charley lives in Mexico,,9967,15,think_neg,Critical,,
38,condition1,0.71,How certain is Timothy that Samantha has a new hat?,0.24,hat,,0,Hats are worn on the head,,6427,16,MC,Control,,
38,condition1,0.71,How certain is Cynthia that Jack was playing outside with the kids?,0.21,kids,,0,Many children like ice cream,,6293,17,MC,Control,,
38,condition1,0.66,How certain is Daniel that Zoe calculated the tip?,0.23,zoe,,0.745971223021583,Zoe is a math major,,5033,18,simple_polar,Critical,,
38,condition1,0.38,How certain is Laura that Mary isn't pregnant?,0.07,mary,,0.815167785234899,Mary is taking a prenatal yoga class,,7656,19,say_pos,Critical,,
38,condition1,0.35,How certain is Joyce that Grace didn't visit her sister?,0.26,grace,,0.790144927536232,Grace loves her sister,,5382,20,think_pos,Critical,,
38,condition1,0.33,How certain is Rebecca that Ann doesn't dance ballet?,0.22,ballet,,0,Ballet is a type of dance,,3886,21,MC,Control,,
47,condition1,,,,,Susan,,,Susan,0,1,,,bot_check,
47,condition1,0.51,How certain is Kathleen that Carl's kids were in the garage?,0,garage,,0,Garages are used to store cars and other things,,16679,4,MC,Control,,
47,condition1,0.92,How certain is Rachel that Grace didn't visit her sister?,0.86,grace,,0.209855072463768,Grace loves her sister,,21515,5,inform_neg,Critical,,
47,condition1,0.5,How certain is Christopher that Jack wasn't playing outside with the kids?,0,kids,,0,Many children like ice cream,,27831,6,MC,Control,,
47,condition1,0.22,How certain is Daniel that Jayden rented a car?,0.16,jayden,,0.312205882352941,Jayden's car is in the shop,,22399,7,confirm_neg,Critical,,
47,condition1,1,How certain is Dennis that Danny didn't eat the last cupcake?,1,danny,,0.302937062937063,Danny loves cake,,13885,8,know_neg,Critical,,
47,condition1,0.51,How certain is Jennifer that this pizza has mushrooms on it?,0,pizza,,0,Pizza is sold at the pizzeria,,10648,9,MC,Control,,
47,condition1,0.5,How certain is Nancy that Samantha doesn't have a new hat?,0,hat,,0,Hats are worn on the head,,9312,10,MC,Control,,
47,condition1,0.98,How certain is Gregory that Zoe calculated the tip?,1,zoe,,0.745971223021583,Zoe is a math major,,14678,11,know_pos,Critical,,
47,condition1,0.2,How certain is Melissa that Frank didn't get a cat?,0.66,frank,,0.67972027972028,Frank has always wanted a pet,,14490,12,think_pos,Critical,,
47,condition1,0.5,How certain is Laura that Josie didn't go on vacation to France?,0,josie,,0.73343949044586,Josie loves France,,9752,13,simple_polar,Critical,,
47,condition1,0.51,How certain is Jerry that Ann dances ballet?,0,ballet,,0,Ballet is a type of dance,,8963,14,MC,Control,,
47,condition1,0.27,How certain is Sandra that Owen shoveled snow last winter?,0.84,owen,,0.25351724137931,Owen lives in Chicago,,37573,15,think_neg,Critical,,
47,condition1,0.43,How certain is Ruth that Jon doesn't walk to work?,0.17,jon,,0.7559375,Jon lives 2 blocks away from work,,66690,16,say_pos,Critical,,
47,condition1,0.49,How certain is Karen that these muffins don't have blueberries in them?,0,muffins,,0,Muffins are sold at the bakery,,34464,17,MC,Control,,
47,condition1,1,How certain is Kimberly that Tony had a drink last night?,1,tony,,0.747279411764706,Tony really likes to party with his friends,,17162,18,inform_pos,Critical,,
47,condition1,0.55,How certain is Jason that Charley speaks Spanish?,0.05,charley,,0.804632352941177,Charley lives in Mexico,,9393,19,simple_polar,Critical,,
47,condition1,0.62,How certain is Christina that Jackson ran 10 miles?,0.11,jackson,,0.774965034965035,Jackson is training for a marathon,,14469,20,confirm_pos,Critical,,
47,condition1,0.31,How certain is Ashley that Mary is pregnant?,0.13,mary,,0.18483221476510103,Mary is taking a prenatal yoga class,,9364,21,say_neg,Critical,,
33,condition1,,,,,Sarah,,,Sarah,0,1,,,bot_check,
33,condition1,0.21,How certain is Michelle that Josie went on vacation to France?,0.72,josie,,0.26656050955414,Josie loves France,,43666,4,think_neg,Critical,,
33,condition1,0.8,How certain is Edward that Frank didn't get a cat?,0.76,frank,,0.32027972027971996,Frank has always wanted a pet,,14992,5,confirm_neg,Critical,,
33,condition1,0.5,How certain is Jeffrey that Samantha doesn't have a new hat?,0.14,hat,,0,Hats are worn on the head,,13853,6,MC,Control,,
33,condition1,0.4,How certain is Tyler that Ann doesn't dance ballet?,0.06,ballet,,0,Ballet is a type of dance,,15422,7,MC,Control,,
33,condition1,0.2,How certain is Lisa that Carl's kids weren't in the garage?,0.71,garage,,0,Garages are used to store cars and other things,,18163,8,MC,Control,,
33,condition1,0.83,How certain is Brian that Owen shoveled snow last winter?,0.81,owen,,0.74648275862069,Owen lives in Chicago,,39409,9,simple_polar,Critical,,
33,condition1,0.49,How certain is Donna that Jayden rented a car?,0.2,jayden,,0.312205882352941,Jayden's car is in the shop,,12076,10,know_neg,Critical,,
33,condition1,0.51,How certain is Benjamin that Mary is pregnant?,0.1,mary,,0.815167785234899,Mary is taking a prenatal yoga class,,6383,11,know_pos,Critical,,
33,condition1,0.42,How certain is Donald that Tony had a drink last night?,0.11,tony,,0.252720588235294,Tony really likes to party with his friends,,11739,12,say_neg,Critical,,
33,condition1,0.5,How certain is Ryan that these muffins don't have blueberries in them?,0.18,muffins,,0,Muffins are sold at the bakery,,9941,13,MC,Control,,
33,condition1,0.28,How certain is Kevin that Grace didn't visit her sister?,0.22,grace,,0.790144927536232,Grace loves her sister,,16974,14,simple_polar,Critical,,
33,condition1,0.83,How certain is Raymond that Zoe calculated the tip?,0.79,zoe,,0.745971223021583,Zoe is a math major,,8329,15,say_pos,Critical,,
33,condition1,0.49,How certain is Dorothy that this pizza doesn't have mushrooms on it?,0.19,pizza,,0,Pizza is sold at the pizzeria,,7144,16,MC,Control,,
33,condition1,0.51,How certain is Julie that Danny ate the last cupcake?,0.26,danny,,0.697062937062937,Danny loves cake,,9482,17,confirm_pos,Critical,,
33,condition1,0.79,How certain is Kathleen that Jackson ran 10 miles?,0.65,jackson,,0.774965034965035,Jackson is training for a marathon,,43887,18,think_pos,Critical,,
33,condition1,0.52,How certain is Jonathan that Jack was playing outside with the kids?,0.14,kids,,0,Many children like ice cream,,10138,19,MC,Control,,
33,condition1,0.28,How certain is Rebecca that Jon walks to work?,0.65,jon,,0.24406249999999996,Jon lives 2 blocks away from work,,11476,20,inform_neg,Critical,,
33,condition1,0.24,How certain is Karen that Charley doesn't speak Spanish?,0.75,charley,,0.804632352941177,Charley lives in Mexico,,9176,21,inform_pos,Critical,,
42,condition1,,,,,Linda,,,Linda,0,1,,,bot_check,
42,condition1,0.47,How certain is Steven that Samantha doesn't have a new hat?,0.52,hat,,0,Hats are worn on the head,,35062,4,MC,Control,,
42,condition1,0.85,How certain is Jacob that Zoe calculated the tip?,0.87,zoe,,0.745971223021583,Zoe is a math major,,26046,5,think_pos,Critical,,
42,condition1,0.95,How certain is Diane that Frank didn't get a cat?,0.99,frank,,0.32027972027971996,Frank has always wanted a pet,,21744,6,know_neg,Critical,,
42,condition1,0.54,How certain is Melissa that Grace visited her sister?,0.51,grace,,0.790144927536232,Grace loves her sister,,39846,7,say_pos,Critical,,
42,condition1,0.96,How certain is Emily that Mary is pregnant?,0.99,mary,,0.815167785234899,Mary is taking a prenatal yoga class,,23341,8,know_pos,Critical,,
42,condition1,0.99,How certain is Sandra that Charley speaks Spanish?,0.99,charley,,0.804632352941177,Charley lives in Mexico,,17561,9,inform_pos,Critical,,
42,condition1,0.49,How certain is Deborah that Josie went on vacation to France?,0.45,josie,,0.26656050955414,Josie loves France,,8880,10,say_neg,Critical,,
42,condition1,0.49,How certain is Kathleen that these muffins don't have blueberries in them?,0.48,muffins,,0,Muffins are sold at the bakery,,32854,11,MC,Control,,
42,condition1,0.03,How certain is Jason that Owen shoveled snow last winter?,0.99,owen,,0.25351724137931,Owen lives in Chicago,,20704,12,think_neg,Critical,,
42,condition1,0.99,How certain is Kevin that Tony had a drink last night?,1,tony,,0.747279411764706,Tony really likes to party with his friends,,14382,13,confirm_pos,Critical,,
42,condition1,0.07,How certain is Stephanie that Jayden rented a car?,0.34,jayden,,0.312205882352941,Jayden's car is in the shop,,34345,14,inform_neg,Critical,,
42,condition1,0.52,How certain is Lisa that Carl's kids were in the garage?,0.49,garage,,0,Garages are used to store cars and other things,,9349,15,MC,Control,,
42,condition1,0.54,How certain is Ryan that Jackson didn't run 10 miles?,0.5,jackson,,0.225034965034965,Jackson is training for a marathon,,19897,16,confirm_neg,Critical,,
42,condition1,0.51,How certain is Matthew that Danny ate the last cupcake?,0.47,danny,,0.697062937062937,Danny loves cake,,2782,17,simple_polar,Critical,,
42,condition1,0.55,How certain is Gary that this pizza has mushrooms on it?,0.5,pizza,,0,Pizza is sold at the pizzeria,,3398,18,MC,Control,,
42,condition1,0.51,How certain is Betty that Ann dances ballet?,0.48,ballet,,0,Ballet is a type of dance,,2809,19,MC,Control,,
42,condition1,0.56,How certain is Alexander that Jon walks to work?,0.49,jon,,0.7559375,Jon lives 2 blocks away from work,,2600,20,simple_polar,Critical,,
42,condition1,0.57,How certain is Ruth that Jack was playing outside with the kids?,0.54,kids,,0,Many children like ice cream,,2673,21,MC,Control,,
58,condition1,,,,,Sarah,,,Sarah,0,1,,,bot_check,
58,condition1,0.91,How certain is Tyler that Samantha has a new hat?,0.82,hat,,0,Hats are worn on the head,,19663,4,MC,Control,,
58,condition1,0.58,How certain is Donna that these muffins have blueberries in them?,0.44,muffins,,0,Muffins are sold at the bakery,,24719,5,MC,Control,,
58,condition1,0.47,How certain is Kimberly that Tony had a drink last night?,0.43,tony,,0.252720588235294,Tony really likes to party with his friends,,47056,6,inform_neg,Critical,,
58,condition1,0.46,How certain is Lisa that this pizza doesn't have mushrooms on it?,0.45,pizza,,0,Pizza is sold at the pizzeria,,14128,7,MC,Control,,
58,condition1,0.61,How certain is Jacob that Mary is pregnant?,0.58,mary,,0.815167785234899,Mary is taking a prenatal yoga class,,14264,8,simple_polar,Critical,,
58,condition1,0.53,How certain is Larry that Jackson ran 10 miles?,0.49,jackson,,0.774965034965035,Jackson is training for a marathon,,12816,9,simple_polar,Critical,,
58,condition1,0.5,How certain is Jeffrey that Jack wasn't playing outside with the kids?,0.46,kids,,0,Many children like ice cream,,10624,10,MC,Control,,
58,condition1,0.53,How certain is Cynthia that Carl's kids were in the garage?,0.47,garage,,0,Garages are used to store cars and other things,,13783,11,MC,Control,,
58,condition1,0.48,How certain is Stephanie that Jayden didn't rent a car?,0.48,jayden,,0.687794117647059,Jayden's car is in the shop,,18440,12,think_pos,Critical,,
58,condition1,0.49,How certain is Laura that Ann doesn't dance ballet?,0.43,ballet,,0,Ballet is a type of dance,,12088,13,MC,Control,,
58,condition1,0.48,How certain is Dennis that Danny didn't eat the last cupcake?,0.4,danny,,0.697062937062937,Danny loves cake,,18752,14,confirm_pos,Critical,,
58,condition1,0.43,How certain is Kenneth that Zoe calculated the tip?,0.56,zoe,,0.25402877697841697,Zoe is a math major,,21448,15,know_neg,Critical,,
58,condition1,0.5,How certain is Justin that Frank didn't get a cat?,0.42,frank,,0.67972027972028,Frank has always wanted a pet,,28832,16,know_pos,Critical,,
58,condition1,0.49,How certain is Alexander that Josie went on vacation to France?,0.46,josie,,0.26656050955414,Josie loves France,,14047,17,say_neg,Critical,,
58,condition1,0.45,How certain is Jason that Owen shoveled snow last winter?,0.55,owen,,0.25351724137931,Owen lives in Chicago,,14695,18,think_neg,Critical,,
58,condition1,0.57,How certain is Brian that Charley speaks Spanish?,0.55,charley,,0.804632352941177,Charley lives in Mexico,,21408,19,inform_pos,Critical,,
58,condition1,0.59,How certain is Emily that Jon walks to work?,0.55,jon,,0.7559375,Jon lives 2 blocks away from work,,12304,20,say_pos,Critical,,
58,condition1,0.55,How certain is Virginia that Grace didn't visit her sister?,0.49,grace,,0.209855072463768,Grace loves her sister,,10703,21,confirm_neg,Critical,,
40,condition1,,,,,Linda,,,Linda,0,1,,,bot_check,
40,condition1,0.19,How certain is Heather that Frank didn't get a cat?,0.19,frank,,0.67972027972028,Frank has always wanted a pet,,45162,4,simple_polar,Critical,,
40,condition1,0.29,How certain is Kevin that Jack wasn't playing outside with the kids?,0.36,kids,,0,Many children like ice cream,,39127,5,MC,Control,,
40,condition1,0.97,How certain is Christopher that Jon walks to work?,0.98,jon,,0.7559375,Jon lives 2 blocks away from work,,33840,6,know_pos,Critical,,
40,condition1,0.04,How certain is Emily that these muffins don't have blueberries in them?,0.15,muffins,,0,Muffins are sold at the bakery,,19076,7,MC,Control,,
40,condition1,0.04,How certain is Christina that Jayden rented a car?,0.04,jayden,,0.312205882352941,Jayden's car is in the shop,,40235,8,confirm_neg,Critical,,
40,condition1,0.94,How certain is Raymond that Mary isn't pregnant?,0.89,mary,,0.18483221476510103,Mary is taking a prenatal yoga class,,29712,9,inform_neg,Critical,,
40,condition1,0.86,How certain is Carolyn that Tony had a drink last night?,0.9,tony,,0.747279411764706,Tony really likes to party with his friends,,22165,10,confirm_pos,Critical,,
40,condition1,0.49,How certain is Shirley that Ann doesn't dance ballet?,0.32,ballet,,0,Ballet is a type of dance,,18392,11,MC,Control,,
40,condition1,0.06,How certain is Benjamin that Carl's kids weren't in the garage?,0.06,garage,,0,Garages are used to store cars and other things,,27284,12,MC,Control,,
40,condition1,1,How certain is Gregory that Jackson didn't run 10 miles?,0.99,jackson,,0.225034965034965,Jackson is training for a marathon,,24816,13,know_neg,Critical,,
40,condition1,0.56,How certain is Brandon that Zoe calculated the tip?,0.43,zoe,,0.745971223021583,Zoe is a math major,,15540,14,simple_polar,Critical,,
40,condition1,0.51,How certain is George that Samantha has a new hat?,0.34,hat,,0,Hats are worn on the head,,15616,15,MC,Control,,
40,condition1,0.51,How certain is Deborah that Josie went on vacation to France?,0.3,josie,,0.73343949044586,Josie loves France,,24256,16,say_pos,Critical,,
40,condition1,0.92,How certain is Ashley that Grace visited her sister?,0.93,grace,,0.790144927536232,Grace loves her sister,,20408,17,inform_pos,Critical,,
40,condition1,0.62,How certain is Kathleen that this pizza has mushrooms on it?,0.36,pizza,,0,Pizza is sold at the pizzeria,,14791,18,MC,Control,,
40,condition1,0.09,How certain is Melissa that Owen shoveled snow last winter?,0.88,owen,,0.25351724137931,Owen lives in Chicago,,19396,19,think_neg,Critical,,
40,condition1,0.72,How certain is Laura that Danny ate the last cupcake?,0.51,danny,,0.697062937062937,Danny loves cake,,17888,20,think_pos,Critical,,
40,condition1,0.98,How certain is Ronald that Charley doesn't speak Spanish?,0.99,charley,,0.19536764705882304,Charley lives in Mexico,,14828,21,say_neg,Critical,,
51,condition1,,,,,Jennifer,,,Jennifer,0,1,,,bot_check,
51,condition1,0.47,How certain is Scott that Zoe didn't calculate the tip?,0.01,zoe,,0.745971223021583,Zoe is a math major,,125539,4,say_pos,Critical,,
51,condition1,0.79,How certain is Shirley that Samantha has a new hat?,0.6,hat,,0,Hats are worn on the head,,8833,5,MC,Control,,
51,condition1,0.14,How certain is Ruth that Danny didn't eat the last cupcake?,0.71,danny,,0.697062937062937,Danny loves cake,,9323,6,think_pos,Critical,,
51,condition1,0.89,How certain is Virginia that Tony had a drink last night?,0.84,tony,,0.747279411764706,Tony really likes to party with his friends,,9572,7,know_pos,Critical,,
51,condition1,0.54,How certain is Nicole that Mary isn't pregnant?,0.48,mary,,0.18483221476510103,Mary is taking a prenatal yoga class,,7063,8,confirm_neg,Critical,,
51,condition1,0.47,How certain is Jennifer that these muffins don't have blueberries in them?,0.45,muffins,,0,Muffins are sold at the bakery,,7229,9,MC,Control,,
51,condition1,0.51,How certain is Alexander that this pizza has mushrooms on it?,0.48,pizza,,0,Pizza is sold at the pizzeria,,5290,10,MC,Control,,
51,condition1,0.13,How certain is Melissa that Owen shoveled snow last winter?,0.82,owen,,0.25351724137931,Owen lives in Chicago,,8431,11,say_neg,Critical,,
51,condition1,0.51,How certain is Sandra that Jon walks to work?,0.47,jon,,0.7559375,Jon lives 2 blocks away from work,,6294,12,simple_polar,Critical,,
51,condition1,0.2,How certain is Emily that Jackson ran 10 miles?,0.76,jackson,,0.225034965034965,Jackson is training for a marathon,,7327,13,inform_neg,Critical,,
51,condition1,0.83,How certain is Matthew that Jayden didn't rent a car?,0.83,jayden,,0.312205882352941,Jayden's car is in the shop,,17690,14,know_neg,Critical,,
51,condition1,0.52,How certain is Daniel that Ann dances ballet?,0.48,ballet,,0,Ballet is a type of dance,,5498,15,MC,Control,,
51,condition1,0.28,How certain is Jerry that Frank got a cat?,0.69,frank,,0.32027972027971996,Frank has always wanted a pet,,13033,16,think_neg,Critical,,
51,condition1,0.71,How certain is Christina that Charley speaks Spanish?,0.71,charley,,0.804632352941177,Charley lives in Mexico,,7393,17,confirm_pos,Critical,,
51,condition1,0.51,How certain is Brandon that Jack was playing outside with the kids?,0.48,kids,,0,Many children like ice cream,,6198,18,MC,Control,,
51,condition1,0.52,How certain is Lisa that Carl's kids were in the garage?,0.49,garage,,0,Garages are used to store cars and other things,,5485,19,MC,Control,,
51,condition1,0.51,How certain is Gary that Josie went on vacation to France?,0.49,josie,,0.73343949044586,Josie loves France,,4261,20,simple_polar,Critical,,
51,condition1,0.81,How certain is Jeffrey that Grace visited her sister?,0.85,grace,,0.790144927536232,Grace loves her sister,,7248,21,inform_pos,Critical,,
69,condition1,,,,,Jessica,,,Jessica,0,1,,,bot_check,
69,condition1,0.79,How certain is Amy that Jon walks to work?,0.9,jon,,0.7559375,Jon lives 2 blocks away from work,,16565,4,inform_pos,Critical,,
69,condition1,0.81,How certain is Nicholas that Charley speaks Spanish?,0.79,charley,,0.804632352941177,Charley lives in Mexico,,27103,5,confirm_pos,Critical,,
69,condition1,0.94,How certain is Cynthia that Carl's kids were in the garage?,0.8,garage,,0,Garages are used to store cars and other things,,14816,6,MC,Control,,
69,condition1,0.04,How certain is Kenneth that Owen shoveled snow last winter?,0.05,owen,,0.25351724137931,Owen lives in Chicago,,25354,7,think_neg,Critical,,
69,condition1,0.89,How certain is Edward that Jayden rented a car?,0.69,jayden,,0.687794117647059,Jayden's car is in the shop,,21196,8,think_pos,Critical,,
69,condition1,0.82,How certain is Eric that Josie went on vacation to France?,0.63,josie,,0.73343949044586,Josie loves France,,14976,9,say_pos,Critical,,
69,condition1,1,How certain is Stephanie that Jackson ran 10 miles?,0.97,jackson,,0.774965034965035,Jackson is training for a marathon,,10002,10,know_pos,Critical,,
69,condition1,0.57,How certain is Rachel that this pizza has mushrooms on it?,0.54,pizza,,0,Pizza is sold at the pizzeria,,9410,11,MC,Control,,
69,condition1,0.55,How certain is Steven that Frank didn't get a cat?,0.52,frank,,0.32027972027971996,Frank has always wanted a pet,,18952,12,confirm_neg,Critical,,
69,condition1,0.36,How certain is Nancy that Samantha doesn't have a new hat?,0.49,hat,,0,Hats are worn on the head,,8572,13,MC,Control,,
69,condition1,0.76,How certain is Virginia that Tony didn't have a drink last night?,0.81,tony,,0.252720588235294,Tony really likes to party with his friends,,15200,14,inform_neg,Critical,,
69,condition1,0.73,How certain is Kathleen that Jack was playing outside with the kids?,0.23,kids,,0,Many children like ice cream,,10126,15,MC,Control,,
69,condition1,0.5,How certain is Rebecca that Danny ate the last cupcake?,0.54,danny,,0.302937062937063,Danny loves cake,,80993,16,know_neg,Critical,,
69,condition1,0.52,How certain is Karen that Ann dances ballet?,0.23,ballet,,0,Ballet is a type of dance,,7934,17,MC,Control,,
69,condition1,0.32,How certain is Tyler that these muffins don't have blueberries in them?,0.28,muffins,,0,Muffins are sold at the bakery,,7197,18,MC,Control,,
69,condition1,0.4,How certain is Emily that Mary is pregnant?,0.26,mary,,0.18483221476510103,Mary is taking a prenatal yoga class,,8582,19,say_neg,Critical,,
69,condition1,0.75,How certain is Justin that Grace visited her sister?,0.26,grace,,0.790144927536232,Grace loves her sister,,3674,20,simple_polar,Critical,,
69,condition1,0.77,How certain is Paul that Zoe calculated the tip?,0.54,zoe,,0.745971223021583,Zoe is a math major,,4900,21,simple_polar,Critical,,
52,condition1,,,,,Margaret,,,Margaret,0,1,,,bot_check,
52,condition1,1,How certain is Larry that Samantha has a new hat?,0,hat,,0,Hats are worn on the head,,25362,4,MC,Control,,
52,condition1,0,How certain is Brian that Zoe didn't calculate the tip?,0,zoe,,0.745971223021583,Zoe is a math major,,20330,5,confirm_pos,Critical,,
52,condition1,0.5,How certain is Ronald that Danny didn't eat the last cupcake?,0,danny,,0.697062937062937,Danny loves cake,,29198,6,simple_polar,Critical,,
52,condition1,0.5,How certain is Carol that Ann doesn't dance ballet?,0,ballet,,0,Ballet is a type of dance,,21440,7,MC,Control,,
52,condition1,1,How certain is Donald that Mary is pregnant?,1,mary,,0.815167785234899,Mary is taking a prenatal yoga class,,23391,8,think_pos,Critical,,
52,condition1,1,How certain is Kathleen that Jon walks to work?,1,jon,,0.7559375,Jon lives 2 blocks away from work,,20021,9,inform_pos,Critical,,
52,condition1,0.49,How certain is Eric that Jayden rented a car?,0.47,jayden,,0.312205882352941,Jayden's car is in the shop,,25426,10,confirm_neg,Critical,,
52,condition1,1,How certain is Dorothy that Frank didn't get a cat?,1,frank,,0.32027972027971996,Frank has always wanted a pet,,26264,11,know_neg,Critical,,
52,condition1,1,How certain is Shirley that Jackson didn't run 10 miles?,0.44,jackson,,0.225034965034965,Jackson is training for a marathon,,28653,12,say_neg,Critical,,
52,condition1,0.5,How certain is Deborah that Josie didn't go on vacation to France?,0.46,josie,,0.73343949044586,Josie loves France,,16180,13,say_pos,Critical,,
52,condition1,0.5,How certain is Rachel that Carl's kids weren't in the garage?,0,garage,,0,Garages are used to store cars and other things,,17759,14,MC,Control,,
52,condition1,1,How certain is Nicole that Grace visited her sister?,1,grace,,0.790144927536232,Grace loves her sister,,13225,15,know_pos,Critical,,
52,condition1,0,How certain is Matthew that Charley speaks Spanish?,1,charley,,0.19536764705882304,Charley lives in Mexico,,22258,16,think_neg,Critical,,
52,condition1,0.48,How certain is Raymond that these muffins don't have blueberries in them?,0,muffins,,0,Muffins are sold at the bakery,,15166,17,MC,Control,,
